Time, Bin, Proportion, Type of immunity 
161, 0.0898438, 0.000626848, Reduction 
161, 0.09375, 0.000633659, Reduction 
161, 0.0976562, 0.000637308, Reduction 
161, 0.101562, 0.000636456, Reduction 
161, 0.105469, 0.000649713, Reduction 
161, 0.109375, 0.000639375, Reduction 
161, 0.113281, 0.000661632, Reduction 
161, 0.117188, 0.000674889, Reduction 
161, 0.121094, 0.00065774, Reduction 
161, 0.125, 0.000657497, Reduction 
161, 0.128906, 0.000671119, Reduction 
161, 0.132812, 0.000672943, Reduction 
161, 0.136719, 0.000678295, Reduction 
161, 0.140625, 0.000676592, Reduction 
161, 0.144531, 0.000690336, Reduction 
161, 0.148438, 0.000677322, Reduction 
161, 0.152344, 0.000680484, Reduction 
161, 0.15625, 0.000693741, Reduction 
161, 0.160156, 0.000696174, Reduction 
161, 0.164062, 0.000720012, Reduction 
161, 0.167969, 0.000701647, Reduction 
161, 0.171875, 0.000710403, Reduction 
161, 0.175781, 0.000693133, Reduction 
161, 0.179688, 0.000706025, Reduction 
161, 0.183594, 0.000714295, Reduction 
161, 0.1875, 0.000715147, Reduction 
161, 0.191406, 0.000713566, Reduction 
161, 0.195312, 0.000711741, Reduction 
161, 0.199219, 0.00072439, Reduction 
161, 0.203125, 0.000711376, Reduction 
161, 0.207031, 0.000709066, Reduction 
161, 0.210938, 0.000713931, Reduction 
161, 0.214844, 0.000726579, Reduction 
161, 0.21875, 0.000726823, Reduction 
161, 0.222656, 0.000710403, Reduction 
161, 0.226562, 0.000720377, Reduction 
161, 0.230469, 0.000719647, Reduction 
161, 0.234375, 0.000723904, Reduction 
161, 0.238281, 0.000721836, Reduction 
161, 0.242188, 0.000733147, Reduction 
161, 0.246094, 0.000738499, Reduction 
161, 0.25, 0.000746282, Reduction 
161, 0.253906, 0.000760999, Reduction 
161, 0.257812, 0.000753945, Reduction 
161, 0.261719, 0.000754431, Reduction 
161, 0.265625, 0.000744701, Reduction 
161, 0.269531, 0.000736066, Reduction 
161, 0.273438, 0.000758323, Reduction 
161, 0.277344, 0.000745674, Reduction 
161, 0.28125, 0.000762702, Reduction 
161, 0.285156, 0.000750174, Reduction 
161, 0.289062, 0.00075881, Reduction 
161, 0.292969, 0.000747012, Reduction 
161, 0.296875, 0.000777905, Reduction 
161, 0.300781, 0.000762823, Reduction 
161, 0.304688, 0.000771459, Reduction 
161, 0.308594, 0.000771702, Reduction 
161, 0.3125, 0.000757715, Reduction 
161, 0.316406, 0.000764039, Reduction 
161, 0.320312, 0.000761485, Reduction 
161, 0.324219, 0.000781188, Reduction 
161, 0.328125, 0.000768053, Reduction 
161, 0.332031, 0.000775959, Reduction 
161, 0.335938, 0.000784594, Reduction 
161, 0.339844, 0.000779121, Reduction 
161, 0.34375, 0.000797121, Reduction 
161, 0.347656, 0.00078131, Reduction 
161, 0.351562, 0.000776932, Reduction 
161, 0.355469, 0.000791283, Reduction 
161, 0.359375, 0.000780702, Reduction 
161, 0.363281, 0.000783986, Reduction 
161, 0.367188, 0.000798337, Reduction 
161, 0.371094, 0.000791891, Reduction 
161, 0.375, 0.00078581, Reduction 
161, 0.378906, 0.000816094, Reduction 
161, 0.382812, 0.000824, Reduction 
161, 0.386719, 0.000801378, Reduction 
161, 0.390625, 0.000793837, Reduction 
161, 0.394531, 0.00080527, Reduction 
161, 0.398438, 0.000800527, Reduction 
161, 0.402344, 0.000799432, Reduction 
161, 0.40625, 0.000826676, Reduction 
161, 0.410156, 0.000816459, Reduction 
161, 0.414062, 0.000825459, Reduction 
161, 0.417969, 0.000819986, Reduction 
161, 0.421875, 0.00082023, Reduction 
161, 0.425781, 0.000855865, Reduction 
161, 0.429688, 0.000817919, Reduction 
161, 0.433594, 0.00083823, Reduction 
161, 0.4375, 0.000827284, Reduction 
161, 0.441406, 0.000849419, Reduction 
161, 0.445312, 0.000846257, Reduction 
161, 0.449219, 0.000859028, Reduction 
161, 0.453125, 0.0008465, Reduction 
161, 0.457031, 0.000834703, Reduction 
161, 0.460938, 0.000850757, Reduction 
161, 0.464844, 0.000853919, Reduction 
161, 0.46875, 0.000850636, Reduction 
161, 0.472656, 0.000873136, Reduction 
161, 0.476562, 0.000869609, Reduction 
161, 0.480469, 0.000866811, Reduction 
161, 0.484375, 0.000873379, Reduction 
161, 0.488281, 0.000868028, Reduction 
161, 0.492188, 0.000902812, Reduction 
161, 0.496094, 0.000890771, Reduction 
161, 0.5, 0.000905974, Reduction 
161, 0.503906, 0.00088542, Reduction 
161, 0.507812, 0.000863892, Reduction 
161, 0.511719, 0.000894785, Reduction 
161, 0.515625, 0.000909745, Reduction 
161, 0.519531, 0.000897339, Reduction 
161, 0.523438, 0.000927258, Reduction 
161, 0.527344, 0.000923731, Reduction 
161, 0.53125, 0.000926407, Reduction 
161, 0.535156, 0.000927015, Reduction 
161, 0.539062, 0.000929083, Reduction 
161, 0.542969, 0.000950975, Reduction 
161, 0.546875, 0.000941732, Reduction 
161, 0.550781, 0.000924704, Reduction 
161, 0.554688, 0.00093711, Reduction 
161, 0.558594, 0.000934799, Reduction 
161, 0.5625, 0.000950488, Reduction 
161, 0.566406, 0.000949029, Reduction 
161, 0.570312, 0.00095207, Reduction 
161, 0.574219, 0.000961678, Reduction 
161, 0.578125, 0.000972502, Reduction 
161, 0.582031, 0.00097457, Reduction 
161, 0.585938, 0.000978948, Reduction 
161, 0.589844, 0.000969948, Reduction 
161, 0.59375, 0.000992692, Reduction 
161, 0.597656, 0.000997678, Reduction 
161, 0.601562, 0.00101921, Reduction 
161, 0.605469, 0.00097907, Reduction 
161, 0.609375, 0.00100254, Reduction 
161, 0.613281, 0.00102346, Reduction 
161, 0.617188, 0.0010214, Reduction 
161, 0.621094, 0.00101033, Reduction 
161, 0.625, 0.0010304, Reduction 
161, 0.628906, 0.00103271, Reduction 
161, 0.632812, 0.0010428, Reduction 
161, 0.636719, 0.0010248, Reduction 
161, 0.640625, 0.00105071, Reduction 
161, 0.644531, 0.00105265, Reduction 
161, 0.648438, 0.00106177, Reduction 
161, 0.652344, 0.0010698, Reduction 
161, 0.65625, 0.0010799, Reduction 
161, 0.660156, 0.00108379, Reduction 
161, 0.664062, 0.00107345, Reduction 
161, 0.667969, 0.00108269, Reduction 
161, 0.671875, 0.00109936, Reduction 
161, 0.675781, 0.00111809, Reduction 
161, 0.679688, 0.00112976, Reduction 
161, 0.683594, 0.00111796, Reduction 
161, 0.6875, 0.00111711, Reduction 
161, 0.691406, 0.00116078, Reduction 
161, 0.695312, 0.00113487, Reduction 
161, 0.699219, 0.00114971, Reduction 
161, 0.703125, 0.00119142, Reduction 
161, 0.707031, 0.00118194, Reduction 
161, 0.710938, 0.00115056, Reduction 
161, 0.714844, 0.00117732, Reduction 
161, 0.71875, 0.00119641, Reduction 
161, 0.722656, 0.00120955, Reduction 
161, 0.726562, 0.00120857, Reduction 
161, 0.730469, 0.00121624, Reduction 
161, 0.734375, 0.00122864, Reduction 
161, 0.738281, 0.00123691, Reduction 
161, 0.742188, 0.00127449, Reduction 
161, 0.746094, 0.00126926, Reduction 
161, 0.75, 0.00128021, Reduction 
161, 0.753906, 0.00129602, Reduction 
161, 0.757812, 0.0013032, Reduction 
161, 0.761719, 0.00131062, Reduction 
161, 0.765625, 0.00132314, Reduction 
161, 0.769531, 0.0013347, Reduction 
161, 0.773438, 0.00135367, Reduction 
161, 0.777344, 0.00135537, Reduction 
161, 0.78125, 0.00137386, Reduction 
161, 0.785156, 0.00138675, Reduction 
161, 0.789062, 0.0014101, Reduction 
161, 0.792969, 0.00142105, Reduction 
161, 0.796875, 0.00144805, Reduction 
161, 0.800781, 0.0014534, Reduction 
161, 0.804688, 0.00146848, Reduction 
161, 0.808594, 0.00150388, Reduction 
161, 0.8125, 0.0015209, Reduction 
161, 0.816406, 0.00150315, Reduction 
161, 0.820312, 0.00154292, Reduction 
161, 0.824219, 0.00156031, Reduction 
161, 0.828125, 0.0015985, Reduction 
161, 0.832031, 0.00156773, Reduction 
161, 0.835938, 0.00160762, Reduction 
161, 0.839844, 0.00162574, Reduction 
161, 0.84375, 0.00165189, Reduction 
161, 0.847656, 0.00168254, Reduction 
161, 0.851562, 0.00169264, Reduction 
161, 0.855469, 0.00172292, Reduction 
161, 0.859375, 0.00180112, Reduction 
161, 0.863281, 0.00178689, Reduction 
161, 0.867188, 0.00182192, Reduction 
161, 0.871094, 0.00185695, Reduction 
161, 0.875, 0.00186741, Reduction 
161, 0.878906, 0.00189648, Reduction 
161, 0.882812, 0.00192457, Reduction 
161, 0.886719, 0.00199742, Reduction 
161, 0.890625, 0.00199378, Reduction 
161, 0.894531, 0.00205957, Reduction 
161, 0.898438, 0.00208962, Reduction 
161, 0.902344, 0.00214629, Reduction 
161, 0.90625, 0.00217779, Reduction 
161, 0.910156, 0.00222948, Reduction 
161, 0.914062, 0.00230525, Reduction 
161, 0.917969, 0.00232204, Reduction 
161, 0.921875, 0.00239136, Reduction 
161, 0.925781, 0.0024675, Reduction 
161, 0.929688, 0.00255981, Reduction 
161, 0.933594, 0.00264021, Reduction 
161, 0.9375, 0.00271318, Reduction 
161, 0.941406, 0.00279929, Reduction 
161, 0.945312, 0.00290924, Reduction 
161, 0.949219, 0.00303086, Reduction 
161, 0.953125, 0.00318471, Reduction 
161, 0.957031, 0.00333601, Reduction 
161, 0.960938, 0.00351967, Reduction 
161, 0.964844, 0.00370466, Reduction 
161, 0.96875, 0.0039181, Reduction 
161, 0.972656, 0.00424016, Reduction 
161, 0.976562, 0.00453656, Reduction 
161, 0.980469, 0.00501028, Reduction 
161, 0.984375, 0.00559554, Reduction 
161, 0.988281, 0.00640032, Reduction 
161, 0.992188, 0.00765183, Reduction 
161, 0.996094, 0.0101254, Reduction 
161, 1, 0.021088, Reduction 
161, 1.00391, 0, Reduction 
168, 0.00390625, 0.628841, Reduction 
168, 0.0078125, 0.000116394, Reduction 
168, 0.0117188, 0.000190706, Reduction 
168, 0.015625, 0.00026295, Reduction 
168, 0.0195312, 0.000308681, Reduction 
168, 0.0234375, 0.000351371, Reduction 
168, 0.0273438, 0.000392236, Reduction 
168, 0.03125, 0.000424466, Reduction 
168, 0.0351562, 0.000458886, Reduction 
168, 0.0390625, 0.000477981, Reduction 
168, 0.0429688, 0.000501333, Reduction 
168, 0.046875, 0.000533928, Reduction 
168, 0.0507812, 0.000530036, Reduction 
168, 0.0546875, 0.000547914, Reduction 
168, 0.0585938, 0.00057455, Reduction 
168, 0.0625, 0.000591334, Reduction 
168, 0.0664062, 0.000596077, Reduction 
168, 0.0703125, 0.000606659, Reduction 
168, 0.0742188, 0.000612496, Reduction 
168, 0.078125, 0.000619551, Reduction 
168, 0.0820312, 0.000640592, Reduction 
168, 0.0859375, 0.000649348, Reduction 
168, 0.0898438, 0.000664065, Reduction 
168, 0.09375, 0.000658105, Reduction 
168, 0.0976562, 0.000676714, Reduction 
168, 0.101562, 0.000656889, Reduction 
168, 0.105469, 0.000679025, Reduction 
168, 0.109375, 0.000699944, Reduction 
168, 0.113281, 0.000681335, Reduction 
168, 0.117188, 0.000692282, Reduction 
168, 0.121094, 0.000705295, Reduction 
168, 0.125, 0.000701282, Reduction 
168, 0.128906, 0.000703714, Reduction 
168, 0.132812, 0.000714904, Reduction 
168, 0.136719, 0.000711133, Reduction 
168, 0.140625, 0.000712593, Reduction 
168, 0.144531, 0.00073035, Reduction 
168, 0.148438, 0.000709795, Reduction 
168, 0.152344, 0.000731201, Reduction 
168, 0.15625, 0.00074981, Reduction 
168, 0.160156, 0.00074239, Reduction 
168, 0.164062, 0.000721471, Reduction 
168, 0.167969, 0.000742512, Reduction 
168, 0.171875, 0.000741053, Reduction 
168, 0.175781, 0.000753701, Reduction 
168, 0.179688, 0.000751391, Reduction 
168, 0.183594, 0.000747255, Reduction 
168, 0.1875, 0.000754431, Reduction 
168, 0.191406, 0.000758323, Reduction 
168, 0.195312, 0.000744823, Reduction 
168, 0.199219, 0.000751269, Reduction 
168, 0.203125, 0.000755647, Reduction 
168, 0.207031, 0.00077231, Reduction 
168, 0.210938, 0.000750904, Reduction 
168, 0.214844, 0.000758688, Reduction 
168, 0.21875, 0.000766715, Reduction 
168, 0.222656, 0.000758323, Reduction 
168, 0.226562, 0.00077231, Reduction 
168, 0.230469, 0.000778513, Reduction 
168, 0.234375, 0.000784229, Reduction 
168, 0.238281, 0.000791648, Reduction 
168, 0.242188, 0.000803689, Reduction 
168, 0.246094, 0.000793472, Reduction 
168, 0.25, 0.00077754, Reduction 
168, 0.253906, 0.000789094, Reduction 
168, 0.257812, 0.000799067, Reduction 
168, 0.261719, 0.000786661, Reduction 
168, 0.265625, 0.000800283, Reduction 
168, 0.269531, 0.000794081, Reduction 
168, 0.273438, 0.000802351, Reduction 
168, 0.277344, 0.000803324, Reduction 
168, 0.28125, 0.000811594, Reduction 
168, 0.285156, 0.000811838, Reduction 
168, 0.289062, 0.000806608, Reduction 
168, 0.292969, 0.000804905, Reduction 
168, 0.296875, 0.000803324, Reduction 
168, 0.300781, 0.00082023, Reduction 
168, 0.304688, 0.000800283, Reduction 
168, 0.308594, 0.000829108, Reduction 
168, 0.3125, 0.000825703, Reduction 
168, 0.316406, 0.000813175, Reduction 
168, 0.320312, 0.000835189, Reduction 
168, 0.324219, 0.000843825, Reduction 
168, 0.328125, 0.000831905, Reduction 
168, 0.332031, 0.000830446, Reduction 
168, 0.335938, 0.000828257, Reduction 
168, 0.339844, 0.000838473, Reduction 
168, 0.34375, 0.00083823, Reduction 
168, 0.347656, 0.00085173, Reduction 
168, 0.351562, 0.000837257, Reduction 
168, 0.355469, 0.000837865, Reduction 
168, 0.359375, 0.00084723, Reduction 
168, 0.363281, 0.000870947, Reduction 
168, 0.367188, 0.000859271, Reduction 
168, 0.371094, 0.000846744, Reduction 
168, 0.375, 0.000853676, Reduction 
168, 0.378906, 0.000852703, Reduction 
168, 0.382812, 0.00086146, Reduction 
168, 0.386719, 0.000862433, Reduction 
168, 0.390625, 0.000870095, Reduction 
168, 0.394531, 0.00087569, Reduction 
168, 0.398438, 0.000863771, Reduction 
168, 0.402344, 0.000888825, Reduction 
168, 0.40625, 0.000896001, Reduction 
168, 0.410156, 0.000870217, Reduction 
168, 0.414062, 0.000903907, Reduction 
168, 0.417969, 0.000886636, Reduction 
168, 0.421875, 0.000909866, Reduction 
168, 0.425781, 0.000901231, Reduction 
168, 0.429688, 0.000919474, Reduction 
168, 0.433594, 0.000900744, Reduction 
168, 0.4375, 0.000890406, Reduction 
168, 0.441406, 0.000904028, Reduction 
168, 0.445312, 0.000915218, Reduction 
168, 0.449219, 0.000908163, Reduction 
168, 0.453125, 0.000939177, Reduction 
168, 0.457031, 0.000935286, Reduction 
168, 0.460938, 0.000922393, Reduction 
168, 0.464844, 0.000924461, Reduction 
168, 0.46875, 0.00091838, Reduction 
168, 0.472656, 0.000966664, Reduction 
168, 0.476562, 0.000945624, Reduction 
168, 0.480469, 0.000968489, Reduction 
168, 0.484375, 0.000944772, Reduction 
168, 0.488281, 0.000931394, Reduction 
168, 0.492188, 0.000952313, Reduction 
168, 0.496094, 0.000981138, Reduction 
168, 0.5, 0.000950367, Reduction 
168, 0.503906, 0.000974813, Reduction 
168, 0.507812, 0.000986246, Reduction 
168, 0.511719, 0.000992935, Reduction 
168, 0.515625, 0.00098503, Reduction 
168, 0.519531, 0.000998408, Reduction 
168, 0.523438, 0.00101179, Reduction 
168, 0.527344, 0.00100546, Reduction 
168, 0.53125, 0.000999016, Reduction 
168, 0.535156, 0.00100108, Reduction 
168, 0.539062, 0.000999138, Reduction 
168, 0.542969, 0.00100546, Reduction 
168, 0.546875, 0.00101762, Reduction 
168, 0.550781, 0.00100826, Reduction 
168, 0.554688, 0.00103781, Reduction 
168, 0.558594, 0.00104535, Reduction 
168, 0.5625, 0.00104913, Reduction 
168, 0.566406, 0.00104341, Reduction 
168, 0.570312, 0.00104195, Reduction 
168, 0.574219, 0.00106336, Reduction 
168, 0.578125, 0.00107163, Reduction 
168, 0.582031, 0.0010861, Reduction 
168, 0.585938, 0.00104584, Reduction 
168, 0.589844, 0.00107892, Reduction 
168, 0.59375, 0.00108476, Reduction 
168, 0.597656, 0.0011024, Reduction 
168, 0.601562, 0.00107795, Reduction 
168, 0.605469, 0.00111395, Reduction 
168, 0.609375, 0.00110057, Reduction 
168, 0.613281, 0.0011193, Reduction 
168, 0.617188, 0.00110982, Reduction 
168, 0.621094, 0.00111164, Reduction 
168, 0.625, 0.00113742, Reduction 
168, 0.628906, 0.00113402, Reduction 
168, 0.632812, 0.00114788, Reduction 
168, 0.636719, 0.00115798, Reduction 
168, 0.640625, 0.00115019, Reduction 
168, 0.644531, 0.00116248, Reduction 
168, 0.648438, 0.00116175, Reduction 
168, 0.652344, 0.00116771, Reduction 
168, 0.65625, 0.00120249, Reduction 
168, 0.660156, 0.00121222, Reduction 
168, 0.664062, 0.00121344, Reduction 
168, 0.667969, 0.00120334, Reduction 
168, 0.671875, 0.00123424, Reduction 
168, 0.675781, 0.00123959, Reduction 
168, 0.679688, 0.00122791, Reduction 
168, 0.683594, 0.0012588, Reduction 
168, 0.6875, 0.00127924, Reduction 
168, 0.691406, 0.00126647, Reduction 
168, 0.695312, 0.00125759, Reduction 
168, 0.699219, 0.00126817, Reduction 
168, 0.703125, 0.00129529, Reduction 
168, 0.707031, 0.00130076, Reduction 
168, 0.710938, 0.00129225, Reduction 
168, 0.714844, 0.00134187, Reduction 
168, 0.71875, 0.00129724, Reduction 
168, 0.722656, 0.00134431, Reduction 
168, 0.726562, 0.00136729, Reduction 
168, 0.730469, 0.00135914, Reduction 
168, 0.734375, 0.00139259, Reduction 
168, 0.738281, 0.00138627, Reduction 
168, 0.742188, 0.00140901, Reduction 
168, 0.746094, 0.00140159, Reduction 
168, 0.75, 0.00142762, Reduction 
168, 0.753906, 0.00143066, Reduction 
168, 0.757812, 0.00145742, Reduction 
168, 0.761719, 0.00145231, Reduction 
168, 0.765625, 0.00146593, Reduction 
168, 0.769531, 0.00150217, Reduction 
168, 0.773438, 0.00150655, Reduction 
168, 0.777344, 0.00152151, Reduction 
168, 0.78125, 0.00154389, Reduction 
168, 0.785156, 0.00156104, Reduction 
168, 0.789062, 0.00158913, Reduction 
168, 0.792969, 0.00160032, Reduction 
168, 0.796875, 0.00162866, Reduction 
168, 0.800781, 0.00162745, Reduction 
168, 0.804688, 0.00163511, Reduction 
168, 0.808594, 0.00169081, Reduction 
168, 0.8125, 0.00169799, Reduction 
168, 0.816406, 0.00169714, Reduction 
168, 0.820312, 0.00169507, Reduction 
168, 0.824219, 0.00175308, Reduction 
168, 0.828125, 0.00174554, Reduction 
168, 0.832031, 0.00177923, Reduction 
168, 0.835938, 0.00181548, Reduction 
168, 0.839844, 0.00183773, Reduction 
168, 0.84375, 0.00184381, Reduction 
168, 0.847656, 0.00193734, Reduction 
168, 0.851562, 0.00192883, Reduction 
168, 0.855469, 0.00196751, Reduction 
168, 0.859375, 0.00198988, Reduction 
168, 0.863281, 0.00201834, Reduction 
168, 0.867188, 0.00202564, Reduction 
168, 0.871094, 0.00208584, Reduction 
168, 0.875, 0.00211272, Reduction 
168, 0.878906, 0.00215067, Reduction 
168, 0.882812, 0.00219604, Reduction 
168, 0.886719, 0.00224432, Reduction 
168, 0.890625, 0.00229771, Reduction 
168, 0.894531, 0.00232277, Reduction 
168, 0.898438, 0.00235634, Reduction 
168, 0.902344, 0.00244232, Reduction 
168, 0.90625, 0.00248112, Reduction 
168, 0.910156, 0.00252223, Reduction 
168, 0.914062, 0.00259739, Reduction 
168, 0.917969, 0.0026666, Reduction 
168, 0.921875, 0.00276195, Reduction 
168, 0.925781, 0.0028213, Reduction 
168, 0.929688, 0.00292286, Reduction 
168, 0.933594, 0.00300398, Reduction 
168, 0.9375, 0.00309897, Reduction 
168, 0.941406, 0.00321731, Reduction 
168, 0.945312, 0.00331461, Reduction 
168, 0.949219, 0.00351103, Reduction 
168, 0.953125, 0.00362913, Reduction 
168, 0.957031, 0.00383613, Reduction 
168, 0.960938, 0.00401224, Reduction 
168, 0.964844, 0.00422739, Reduction 
168, 0.96875, 0.00454702, Reduction 
168, 0.972656, 0.00482262, Reduction 
168, 0.976562, 0.0052151, Reduction 
168, 0.980469, 0.00582528, Reduction 
168, 0.984375, 0.00642878, Reduction 
168, 0.988281, 0.00735312, Reduction 
168, 0.992188, 0.00882087, Reduction 
168, 0.996094, 0.0117072, Reduction 
168, 1, 0.0242403, Reduction 
168, 1.00391, 0, Reduction 
175, 0.00390625, 0.581847, Reduction 
175, 0.0078125, 0.000120529, Reduction 
175, 0.0117188, 0.000201652, Reduction 
175, 0.015625, 0.000272923, Reduction 
175, 0.0195312, 0.0003296, Reduction 
175, 0.0234375, 0.000369857, Reduction 
175, 0.0273438, 0.000415831, Reduction 
175, 0.03125, 0.000455237, Reduction 
175, 0.0351562, 0.000487346, Reduction 
175, 0.0390625, 0.000503035, Reduction 
175, 0.0429688, 0.000530036, Reduction 
175, 0.046875, 0.000555333, Reduction 
175, 0.0507812, 0.000563969, Reduction 
175, 0.0546875, 0.000594375, Reduction 
175, 0.0585938, 0.000604104, Reduction 
175, 0.0625, 0.00062478, Reduction 
175, 0.0664062, 0.000616632, Reduction 
175, 0.0703125, 0.000644727, Reduction 
175, 0.0742188, 0.000660295, Reduction 
175, 0.078125, 0.000683525, Reduction 
175, 0.0820312, 0.000678781, Reduction 
175, 0.0859375, 0.00069289, Reduction 
175, 0.0898438, 0.000694957, Reduction 
175, 0.09375, 0.000685471, Reduction 
175, 0.0976562, 0.000708458, Reduction 
175, 0.101562, 0.00072366, Reduction 
175, 0.105469, 0.000721593, Reduction 
175, 0.109375, 0.000729134, Reduction 
175, 0.113281, 0.000742269, Reduction 
175, 0.117188, 0.000740688, Reduction 
175, 0.121094, 0.000749201, Reduction 
175, 0.125, 0.000748837, Reduction 
175, 0.128906, 0.000742147, Reduction 
175, 0.132812, 0.000760999, Reduction 
175, 0.136719, 0.00075662, Reduction 
175, 0.140625, 0.000761607, Reduction 
175, 0.144531, 0.000790067, Reduction 
175, 0.148438, 0.000773526, Reduction 
175, 0.152344, 0.000784351, Reduction 
175, 0.15625, 0.000781553, Reduction 
175, 0.160156, 0.000789702, Reduction 
175, 0.164062, 0.000786053, Reduction 
175, 0.167969, 0.000796878, Reduction 
175, 0.171875, 0.000783621, Reduction 
175, 0.175781, 0.000801621, Reduction 
175, 0.179688, 0.000807824, Reduction 
175, 0.183594, 0.000794689, Reduction 
175, 0.1875, 0.000798945, Reduction 
175, 0.191406, 0.000798337, Reduction 
175, 0.195312, 0.000817676, Reduction 
175, 0.199219, 0.000814635, Reduction 
175, 0.203125, 0.000800527, Reduction 
175, 0.207031, 0.000819986, Reduction 
175, 0.210938, 0.000810865, Reduction 
175, 0.214844, 0.00082923, Reduction 
175, 0.21875, 0.000835189, Reduction 
175, 0.222656, 0.000833851, Reduction 
175, 0.226562, 0.000860487, Reduction 
175, 0.230469, 0.000836892, Reduction 
175, 0.234375, 0.000847595, Reduction 
175, 0.238281, 0.000829959, Reduction 
175, 0.242188, 0.000845527, Reduction 
175, 0.246094, 0.000838108, Reduction 
175, 0.25, 0.000864622, Reduction 
175, 0.253906, 0.000844919, Reduction 
175, 0.257812, 0.000865595, Reduction 
175, 0.261719, 0.000871068, Reduction 
175, 0.265625, 0.000864744, Reduction 
175, 0.269531, 0.000876541, Reduction 
175, 0.273438, 0.000864501, Reduction 
175, 0.277344, 0.000862068, Reduction 
175, 0.28125, 0.000866082, Reduction 
175, 0.285156, 0.000872285, Reduction 
175, 0.289062, 0.000864501, Reduction 
175, 0.292969, 0.000898312, Reduction 
175, 0.296875, 0.000873866, Reduction 
175, 0.300781, 0.000886636, Reduction 
175, 0.304688, 0.000902569, Reduction 
175, 0.308594, 0.00091315, Reduction 
175, 0.3125, 0.00088092, Reduction 
175, 0.316406, 0.000893204, Reduction 
175, 0.320312, 0.000908528, Reduction 
175, 0.324219, 0.000904393, Reduction 
175, 0.328125, 0.000905609, Reduction 
175, 0.332031, 0.000919839, Reduction 
175, 0.335938, 0.000897704, Reduction 
175, 0.339844, 0.000897096, Reduction 
175, 0.34375, 0.000931637, Reduction 
175, 0.347656, 0.000939786, Reduction 
175, 0.351562, 0.000910596, Reduction 
175, 0.355469, 0.000925191, Reduction 
175, 0.359375, 0.000925069, Reduction 
175, 0.363281, 0.000935042, Reduction 
175, 0.367188, 0.000924583, Reduction 
175, 0.371094, 0.000939786, Reduction 
175, 0.375, 0.000943678, Reduction 
175, 0.378906, 0.000946718, Reduction 
175, 0.382812, 0.000957178, Reduction 
175, 0.386719, 0.000974327, Reduction 
175, 0.390625, 0.000941245, Reduction 
175, 0.394531, 0.000987584, Reduction 
175, 0.398438, 0.000954624, Reduction 
175, 0.402344, 0.000983327, Reduction 
175, 0.40625, 0.0009798, Reduction 
175, 0.410156, 0.000980165, Reduction 
175, 0.414062, 0.000986854, Reduction 
175, 0.417969, 0.000960462, Reduction 
175, 0.421875, 0.000982354, Reduction 
175, 0.425781, 0.000996219, Reduction 
175, 0.429688, 0.000981503, Reduction 
175, 0.433594, 0.00101276, Reduction 
175, 0.4375, 0.00100485, Reduction 
175, 0.441406, 0.000999989, Reduction 
175, 0.445312, 0.00101349, Reduction 
175, 0.449219, 0.00100558, Reduction 
175, 0.453125, 0.00103161, Reduction 
175, 0.457031, 0.00103356, Reduction 
175, 0.460938, 0.00103076, Reduction 
175, 0.464844, 0.00102699, Reduction 
175, 0.46875, 0.00102164, Reduction 
175, 0.472656, 0.00104061, Reduction 
175, 0.476562, 0.00105119, Reduction 
175, 0.480469, 0.00103672, Reduction 
175, 0.484375, 0.00105654, Reduction 
175, 0.488281, 0.00106822, Reduction 
175, 0.492188, 0.00106992, Reduction 
175, 0.496094, 0.00106603, Reduction 
175, 0.5, 0.00108306, Reduction 
175, 0.503906, 0.00109619, Reduction 
175, 0.507812, 0.0010906, Reduction 
175, 0.511719, 0.00110215, Reduction 
175, 0.515625, 0.00107965, Reduction 
175, 0.519531, 0.00107321, Reduction 
175, 0.523438, 0.00110288, Reduction 
175, 0.527344, 0.00110471, Reduction 
175, 0.53125, 0.00109887, Reduction 
175, 0.535156, 0.00111955, Reduction 
175, 0.539062, 0.00112125, Reduction 
175, 0.542969, 0.00113973, Reduction 
175, 0.546875, 0.0011401, Reduction 
175, 0.550781, 0.00113122, Reduction 
175, 0.554688, 0.00115068, Reduction 
175, 0.558594, 0.00116394, Reduction 
175, 0.5625, 0.00116941, Reduction 
175, 0.566406, 0.00115251, Reduction 
175, 0.570312, 0.00117257, Reduction 
175, 0.574219, 0.00117245, Reduction 
175, 0.578125, 0.00118692, Reduction 
175, 0.582031, 0.00117172, Reduction 
175, 0.585938, 0.00121113, Reduction 
175, 0.589844, 0.00119945, Reduction 
175, 0.59375, 0.00121295, Reduction 
175, 0.597656, 0.00120249, Reduction 
175, 0.601562, 0.00121393, Reduction 
175, 0.605469, 0.00123059, Reduction 
175, 0.609375, 0.0012402, Reduction 
175, 0.613281, 0.00123497, Reduction 
175, 0.617188, 0.00125126, Reduction 
175, 0.621094, 0.00125005, Reduction 
175, 0.625, 0.00126245, Reduction 
175, 0.628906, 0.00126671, Reduction 
175, 0.632812, 0.00127887, Reduction 
175, 0.636719, 0.00130672, Reduction 
175, 0.640625, 0.00132254, Reduction 
175, 0.644531, 0.00130587, Reduction 
175, 0.648438, 0.00131353, Reduction 
175, 0.652344, 0.00132813, Reduction 
175, 0.65625, 0.00135951, Reduction 
175, 0.660156, 0.00134199, Reduction 
175, 0.664062, 0.00134601, Reduction 
175, 0.667969, 0.00141424, Reduction 
175, 0.671875, 0.00137301, Reduction 
175, 0.675781, 0.00135768, Reduction 
